BEGIN;
BEGIN
select
	s_acctbal,
	s_name,
	n_name,
	p_partkey,
	p_mfgr,
	s_address,
	s_phone,
	s_comment
from
	part,
	supplier,
	partsupp,
	nation,
	region
where
	p_partkey = ps_partkey
	and s_suppkey = ps_suppkey
	and p_size = 28
	and p_type like '%NICKEL'
	and s_nationkey = n_nationkey
	and n_regionkey = r_regionkey
	and r_name = 'MIDDLE EAST'
	and ps_supplycost = (
		select
			min(ps_supplycost)
		from
			partsupp,
			supplier,
			nation,
			region
		where
			p_partkey = ps_partkey
			and s_suppkey = ps_suppkey
			and s_nationkey = n_nationkey
			and n_regionkey = r_regionkey
			and r_name = 'MIDDLE EAST'
	)
order by
	s_acctbal desc,
	n_name,
	s_name,
	p_partkey
LIMIT 100;
 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                              
   9987.96 | Supplier#000479122        | SAUDI ARABIA              |  13479121 | Manufacturer#3            | ExoF3UmBeKlL4WyavJt7                     | 30-327-958-6166 | ly bold deposits. boldly ironic accounts h
   9987.08 | Supplier#000881406        | IRAQ                      |    381405 | Manufacturer#2            | qWc9mGf1yaxSTPGreT1eXIhkfH3QT            | 21-706-185-8152 | d dependencies. carefully final deposit
   9986.97 | Supplier#000290978        | EGYPT                     |   8290977 | Manufacturer#2            | 0rOrS88QsBuTC3tj3ruyINWhzwc,HVEsG7X      | 14-915-154-3083 | refully unusual accounts. express, express ideas ca
   9986.27 | Supplier#000531032        | JORDAN                    |  15780986 | Manufacturer#3            | DsWeITAptG,FDGQfMK5mS0C3,iBgVcaoOsnVmbTc | 23-483-626-3786 | cross the blithely ironic reques
   9985.35 | Supplier#000056829        | SAUDI ARABIA              |   9056828 | Manufacturer#4            | ijIjof7vtvpMzlTe9Y A22                   | 30-172-488-9425 | inally. furiously regular hockey players hag
   9985.35 | Supplier#000056829        | SAUDI ARABIA              |  17806811 | Manufacturer#5            | ijIjof7vtvpMzlTe9Y A22                   | 30-172-488-9425 | inally. furiously regular hockey players hag
   9985.22 | Supplier#000401080        | JORDAN                    |  11901057 | Manufacturer#3            | HUSL7sucDOHMc 0Gnanyqwd LTDRm            | 23-455-734-6240 | hogs sleep blithely final, regular packages. regular requests are b
   9985.02 | Supplier#000972904        | SAUDI ARABIA              |  16972903 | Manufacturer#1            | mzPrcDXG5uwzVnC,Q,hUkySkAbTg4bPwbHc8bi3  | 30-553-931-3285 | ckages snooze blithely. slyly regular excuses unwind blithely. furiously regular
   9984.72 | Supplier#000515491        | SAUDI ARABIA              |  17265473 | Manufacturer#1            | aXZY3ECzraNeWBaXZ cP3z94jEchCBVJ         | 30-190-216-2021 |  are blithely ironic requests. fluffily
    9984.5 | Supplier#000172719        | IRAQ                      |   9922709 | Manufacturer#2            | ENvgq vFcywB                             | 21-850-245-5165 | ove the slyly regular asymptotes haggle above the blithely iron
   9984.26 | Supplier#000381657        | IRAQ                      |   4131652 | Manufacturer#5            | qaGirzBT459QeH                           | 21-432-452-2953 | blate blithely even asymptotes. express foxes sleep blithely slyly 
   9984.14 | Supplier#000568200        | JORDAN                    |   8068183 | Manufacturer#1            | EzzoTnk xTH                              | 23-307-314-1195 | e slyly final platelets. furiously special asymptotes cajole regular, ir
   9983.63 | Supplier#000995424        | SAUDI ARABIA              |   5745418 | Manufacturer#4            | Q6lC0h6NnoM                              | 30-449-366-1328 | lar asymptotes. pending accounts across the carefully even warthogs haggle quickly regula
   9983.33 | Supplier#000468330        | IRAN                      |  18468329 | Manufacturer#2            | nXWngkqBZYLN5p2 pe0bVcn5DiyYforjPD7Qzm,K | 20-781-325-8058 | r instructions! express, final packages boost at the quickly ironic fox
   9983.13 | Supplier#000825425        | IRAN                      |   4575420 | Manufacturer#1            | AFFUG1JgOPmJxG1ggdAd                     | 20-983-652-8997 | ges. blithely final deposits above the pending theodolites boost fur
   9982.56 | Supplier#000953293        | IRAN                      |   9953292 | Manufacturer#1            | UhF7ZA8ZKdt5YAL4zyc,OIA4RqkrcKolbqD      | 20-922-741-9388 | le carefully accounts. regular d
   9982.37 | Supplier#000370594        | JORDAN                    |  17620542 | Manufacturer#5            | lFrgGX26gDREHzq6                         | 23-195-193-3666 | ronic packages. furiously final platelets solve carefully fluffily regular deposits. pending, fin
   9982.29 | Supplier#000425808        | SAUDI ARABIA              |  18675753 | Manufacturer#5            | qiLzp,qLtXRbXmFdy7                       | 30-667-307-8308 |  slyly even attainments according to the furiously pending packages nag quickly reg
   9981.91 | Supplier#000513906        | IRAN                      |   3513905 | Manufacturer#3            | qUOHT 8BL,tAiJN94CiqQ6IgdVsoQtYUbDIcpte  | 20-380-157-8356 | ronic asymptotes sleep carefully. furiously special depo
   9981.81 | Supplier#000371373        | EGYPT                     |   5371372 | Manufacturer#2            | eShCyXYT3Ul9hAHZ1DUJqqq,uQq9MuPc         | 14-773-153-8734 | furiously among the final, express accounts. blithely final accounts
   9981.81 | Supplier#000371373        | EGYPT                     |  12621336 | Manufacturer#1            | eShCyXYT3Ul9hAHZ1DUJqqq,uQq9MuPc         | 14-773-153-8734 | furiously among the final, express accounts. blithely final accounts
   9981.61 | Supplier#000667300        | IRAQ                      |   9417290 | Manufacturer#2            | NoCjnHrpcwhWNFnknBzC3jOKQwwc8sCBCcH      | 21-277-766-9427 | ole blithely carefully ironi
   9981.57 | Supplier#000386181        | JORDAN                    |  15386180 | Manufacturer#3            | 4WDutDgIcpuAA1oinhQ8v3QytdW qAp          | 23-844-709-4042 | tealthy instructions cajole after the slyly special foxes. slyly ironic acc
   9980.44 | Supplier#000550174        | IRAQ                      |  14550173 | Manufacturer#5            | PqQ mqQg8zk0RXe vaacBX                   | 21-608-161-8761 | ll cajole along the platelets. regular excuses serve
    9980.4 | Supplier#000995902        | IRAQ                      |   2995901 | Manufacturer#1            | PvOJo80BlGvaFJOJUB2y                     | 21-924-848-8233 | s. ideas according to the i
   9980.26 | Supplier#000671487        | SAUDI ARABIA              |   6671486 | Manufacturer#4            | 9VequAc51W2WCWoMRWL                      | 30-760-455-3330 |  fluffily ironic packages. fluffily regul
    9980.2 | Supplier#000329111        | JORDAN                    |  18579056 | Manufacturer#5            | XSqhkzgkDFwG4w1,sSHdVUom1xFaBui          | 23-252-634-8899 | endencies are carefully according to the inst
   9980.13 | Supplier#000803293        | SAUDI ARABIA              |  10053262 | Manufacturer#5            | Q6c163ehiy                               | 30-466-561-8928 | lent dependencies boost slyly amon
   9980.02 | Supplier#000838698        | EGYPT                     |   1838697 | Manufacturer#3            | 8zf x98eKP5pUBssCCEFhZ ynnfqrUfgQ7d      | 14-782-561-7607 | sual packages maintain fluffily. blithely final pinto beans affix according to the
   9979.67 | Supplier#000730777        | IRAQ                      |   7730776 | Manufacturer#2            | tIemj4,0MNjo                             | 21-496-200-7979 | ickly express asymptotes use fl
   9979.67 | Supplier#000730777        | IRAQ                      |   9480767 | Manufacturer#2            | tIemj4,0MNjo                             | 21-496-200-7979 | ickly express asymptotes use fl
   9979.66 | Supplier#000751218        | SAUDI ARABIA              |    251217 | Manufacturer#5            | 2vQ2GfrCGQGCuZgKH2r7ARKxeL5yt            | 30-779-723-5714 | blithely close theodolites. slyly even requests boost slyly against the slyly bold accounts. care
   9979.48 | Supplier#000518231        | EGYPT                     |  12768194 | Manufacturer#5            | VbtQwqHw3RtbIZj4fnaT4g                   | 14-229-294-3646 | ttainments affix blithely special requests. dependencies haggle blithely
   9978.72 | Supplier#000193903        | IRAQ                      |   3193902 | Manufacturer#1            | LQCQK6KjMF7AOQ                           | 21-201-630-2023 | ss fluffily ironic accounts. slyly pending asymptot
    9978.1 | Supplier#000773170        | SAUDI ARABIA              |   9523160 | Manufacturer#3            | 0xYsWGY uNub,XWHCqOcvCDjiRslf            | 30-608-334-4346 | s wake express, ironic somas. express ideas by the slyly regular ideas wake quickly 
   9978.09 | Supplier#000597972        | SAUDI ARABIA              |  18097935 | Manufacturer#3            | KKJCdiTS XYSseSTuC0                      | 30-833-577-7646 | le quickly along the fina
   9977.95 | Supplier#000472254        | IRAN                      |  19722196 | Manufacturer#3            | bMLpaseYlO71q1                           | 20-868-574-7366 | express packages about the regular packages nag carefully after the instructions. 
   9977.82 | Supplier#000103624        | SAUDI ARABIA              |   3853620 | Manufacturer#4            | WYsiOTR8QN7h2EwX4q                       | 30-586-117-8078 | es wake furiously about the ac
   9977.54 | Supplier#000194976        | IRAQ                      |  12694951 | Manufacturer#2            | cXlR2 NHWcTveK                           | 21-923-207-7773 | ages. pending accounts cajole furiously against the carefully
   9977.38 | Supplier#000021030        | JORDAN                    |  19771010 | Manufacturer#1            | 0qV0JOd,EMFJ,n9yCOwXh7gjbglyHHRMSG       | 23-739-192-7141 | ely ironic packages wake quickly about the final in
   9977.03 | Supplier#000661715        | IRAN                      |   9911687 | Manufacturer#4            | 7imY,cHIB7DfID7squ1jOiKpD                | 20-804-104-2109 | x against the furiously bold accounts. furiously final dependencies use regular theo
   9976.94 | Supplier#000356329        | IRAN                      |  11356328 | Manufacturer#2            | iwLZ60yGOaAYEH9RcB,IGgP8o8S              | 20-369-768-8712 | arefully: carefully pending packages against the deposits haggle c
   9976.35 | Supplier#000221505        | IRAQ                      |   2721500 | Manufacturer#1            | BMTu qR fGZS8m7g3uP6sE                   | 21-798-141-8062 | use across the furiously regula
   9976.35 | Supplier#000221505        | IRAQ                      |  18721468 | Manufacturer#4            | BMTu qR fGZS8m7g3uP6sE                   | 21-798-141-8062 | use across the furiously regula
   9976.27 | Supplier#000973098        | IRAN                      |  15973097 | Manufacturer#2            | z8gi8JELaMCgrJ0YK Tvj                    | 20-122-425-1123 | . carefully pending foxes sleep carefully ironic deposits. carefully 
   9976.27 | Supplier#000548161        | JORDAN                    |  15798115 | Manufacturer#5            | H90E428JBGprZq5L                         | 23-874-356-4666 | o the regular deposits. carefully bold accounts detect carefully. furiously ironic ins
   9976.21 | Supplier#000693901        | JORDAN                    |  19193862 | Manufacturer#3            | pzr3nfBET5WQQOvCjw0CwOXzQN,QPOwa         | 23-398-285-4796 |  pinto beans against the blithely regular deposits haggle furiously final theodo
   9976.17 | Supplier#000970957        | EGYPT                     |  17970956 | Manufacturer#2            | 3zeSZdzjdp2oZ8QYuoP7CJ 9dtracd8M         | 14-206-603-5321 |  regular ideas use carefully across the slyly express instr
    9975.7 | Supplier#000893434        | JORDAN                    |   7643426 | Manufacturer#3            | pH5NdVJ8QsdUk86UaRBPoCAr5bk3OfxJyG       | 23-270-324-6419 | he regular foxes wake alongside of the even depth
   9975.55 | Supplier#000272117        | SAUDI ARABIA              |   7772102 | Manufacturer#5            | ,J4lc5QaeN                               | 30-543-823-2954 | e slyly ironic instructions. regular, ir
   9974.93 | Supplier#000947353        | IRAN                      |    447352 | Manufacturer#1            | bq85iwwfz1pOtYdi0vt8J1,TRm4sKJ0aTOGB     | 20-929-218-9797 | detect slyly even, regular foxes. carefully regular accounts haggle f
   9974.79 | Supplier#000562609        | EGYPT                     |   9812581 | Manufacturer#5            | giwvSjmonNCW6WpFLepMl49OoomeiuuOkR3AckhK | 14-277-908-7200 | mold furiously. carefully silent pinto beans during the ironic accounts believe even account
   9974.79 | Supplier#000562609        | EGYPT                     |  13562608 | Manufacturer#2            | giwvSjmonNCW6WpFLepMl49OoomeiuuOkR3AckhK | 14-277-908-7200 | mold furiously. carefully silent pinto beans during the ironic accounts believe even account
   9974.69 | Supplier#000152735        | IRAN                      |  13902721 | Manufacturer#1            | TunFYm,HX0                               | 20-939-822-7651 | iously? unusual, express requ
   9974.69 | Supplier#000152735        | IRAN                      |  17402683 | Manufacturer#3            | TunFYm,HX0                               | 20-939-822-7651 | iously? unusual, express requ
   9974.41 | Supplier#000216860        | IRAN                      |  13966846 | Manufacturer#4            | 25UDjeQmAnkpJejmSSU,VJ YRPJ              | 20-392-131-8549 | bold accounts. slyly unusual instructions wake against 
   9974.32 | Supplier#000193715        | IRAQ                      |  12693690 | Manufacturer#4            | I1Bm,Ob7s608Ey0xNKt9W4SLy                | 21-899-389-7350 | ld instructions are quickly ironic ideas. stealthy deposits use blithely slyly bold accounts. dep
   9973.82 | Supplier#000566482        | SAUDI ARABIA              |  13316468 | Manufacturer#3            | HsthmVdlc3BYPnr1WpleJtnang7Xnz20jGzPfFa  | 30-502-977-6829 | counts. special, final packages are instead of the theodolites. fluffily special 
(100 rows)

COMMIT;
COMMIT
